cost,displays,clicks,post_click_conversions,post_click_sales_amount,revenue
-0.19578268403926843,-0.20296035485727051,-0.11474915972129997,-0.1813223948441685,-0.1505341757522817,-0.1539455618038777
-0.2451146855252917,-0.34537996623181283,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
-0.24404382817188436,-0.34074769570878877,-0.21627114917612814,-0.19073264827308967,-0.19549558544730727,-0.18034134830802978
-0.18098198415059347,-0.22655314443286834,-0.174860864003764,-0.1766172681297079,-0.1852721515042644,-0.1673434308847296
-0.20219903261676858,-0.18234220958812442,-0.19489809876458536,-0.15779676127186557,-0.1479395535054801,-0.1761822602271973
-0.15604881879066398,-0.2881578009473985,-0.1628385231472712,-0.19073264827308967,-0.19549558544730727,-0.16861693424445331
-0.2412952210019477,-0.3370918351489512,-0.21894278047757096,-0.1860275215586291,-0.17521915733250434,-0.18433165883516395
-0.23260962234494784,-0.3331180736708669,-0.21894278047757096,-0.19073264827308967,-0.19549558544730727,-0.18428972017030557
-0.24503332675306155,-0.3371372495658436,-0.21894278047757096,-0.19073264827308967,-0.19549558544730727,-0.18566755874504273
-0.24500254235275828,-0.3455616238993824,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
-0.24439564988963625,-0.34478957881221173,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
2.75918551444477,4.429718897918777,0.7481877506447394,2.063023047953531,1.9525298017498751,0.6321077649537546
-0.24427910894563093,-0.3447668716037655,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
-0.23594313312064702,-0.25175814580814604,-0.19890554571674962,-0.19073264827308967,-0.19549558544730727,-0.17747110700089355
-0.24487720586580916,-0.3437904616405791,-0.21894278047757096,-0.19073264827308967,-0.19549558544730727,-0.18565221533107018
-0.2194734789583865,0.4102023948153643,-0.10272681886480715,-0.19073264827308967,-0.19549558544730727,-0.1387719482792665
-0.2450487189532132,-0.34567515994161335,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
-0.24445941757597878,-0.34458521393619596,-0.2202785961282924,-0.19073264827308967,-0.19549558544730727,-0.18620764691687738
